Designator,Mid X, Mid Y, Rotation
C1,52.40,40.50,180,,0805
C2,44.20,62.90,270,,0805
C3,56.00,19.00,270,,EIA3216-KIT
C4,44.00,19.00,,90,,EIA3216-KIT
D1,37.50,10.50,180,SCHOTTKY,SOD-323
D2,54.80,10.00,270,3V6,SOD-323
IC1,50.00,18.00,,,0,LM1117-3V3,SOT223
LED1,50.00,26.00,,90,,LED-0603
Q1,43.00,,7.95,180,2N7002D,SOT23-3
Q2,46.50,,7.95,180,2N7002D,SOT23-3
Q3,32.45,82.50,,90,2N7002D,SOT23-3
Q4,27.95,61.64,,90,2N7002D,SOT23-3
Q5,29.45,39.64,,90,2N7002D,SOT23-3
Q6,27.45,17.64,,90,2N7002D,SOT23-3
Q7,72.05,18.50,270,2N7002D,SOT23-3
Q8,74.55,38.50,270,2N7002D,SOT23-3
Q9,71.05,61.50,270,2N7002D,SOT23-3
Q10,70.25,82.37,270,2N7002D,SOT23-3
R1,43.00,11.00,,,0,4K7,0805
R2,46.50,11.00,,,0,4K7,0805
R3,37.50,,8.50,,,0,4K7,0805
R4,53.00,26.00,,,0,1K,0805
R5,30.50,79.50,270,4K7,0805
R6,26.20,68.00,180,4K7,0805
R7,27.50,46.00,180,4K7,0805
R8,25.50,24.00,180,4K7,0805
R9,74.00,23.00,,,0,4K7,0805
R10,77.50,45.00,,,0,4K7,0805
R11,73.00,65.50,,,0,4K7,0805
R12,71.20,87.00,,90,4K7,0805
R13,51.26,,8.00,270,470R,0805
U1,50.00,35.00,270,,TSSOP24
U2,50.00,65.00,270,MCP23017SS,SSOP28
