C1  5.00 28.25 270 100n 0805
C2 20.00 18.00   0 1u 0805
FB1 17.00 18.00   0 FB-0805 0805
R1 18.70 26.75   0 4K7 0805
R2 18.70 29.00   0 4K7 0805
U1  9.00 28.00  90 TE-MS5837 TE-MS5837
X1 10.00  9.26 180 RJ45-8-2-CONEC-1 CONEC-33TS3004ST-88001
